00000140 Android
0000d8fc _ZN3OVR4Util15CompositorVRAPI5State5ResetEv
0000d928 _ZTIN3OVR4Util15CompositorVRAPIE
0000d949 _ZN3OVR4Util15CompositorVRAPI23m_perfMetricsUpdateMaskE
0000d981 _ZTIN3OVR4Util15CompositorVRAPI5LayerE
0000d9a8 _ZTSN3OVR4Util15CompositorVRAPIE
0000d9c9 _ZTSN3OVR4Util15CompositorVRAPI5LayerE
0000d9f0 _ZTISt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000da58 _ZTSSt23_Sp_counted_ptr_inplaceIN3OVR4Util15CompositorVRAPI5StateESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000dac0 _ZTIN3OVR4Util15CompositorVRAPI5StateE
0000dae7 _ZTSN3OVR4Util15CompositorVRAPI5StateE
0000db0e _ZN3OVR4Util15CompositorVRAPID1Ev
0000db30 _ZN3OVR4Util15CompositorVRAPI5LayerC1ERK18ovrpLayerDescUnioni
0000db6e _ZN3OVR4Util15CompositorVRAPI5LayerD1Ev
0000db96 _ZN3OVR4Util22CompositorVRAPI_OpenGLC2E17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPviRK11ovrpVersion
0000dbf8 _ZTVN3OVR4Util22CompositorVRAPI_OpenGLE
0000dc20 _ZN3OVR4Util22CompositorVRAPI_OpenGL5LayerC2ERK18ovrpLayerDescUnioni
0000dc65 _ZTVN3OVR4Util22CompositorVRAPI_OpenGL5LayerE
0000dc93 _ZN3OVR4Util22CompositorVRAPI_OpenGL5Layer10InitializeEb
0000dccc vrapi_CreateAndroidSurfaceSwapChain
0000dcf0 vrapi_GetTextureSwapChainAndroidSurface
0000dd18 vrapi_CreateTextureSwapChain
0000dd35 vrapi_GetTextureSwapChainLength
0000dd55 _ZNSt6vectorIySaIyEE17_M_default_appendEj
0000dd7f vrapi_GetTextureSwapChainHandle
0000dd9f glBindTexture
0000ddad glTexParameterfv
0000ddbe glTexParameteri
0000ddce _ZN3OVR4Util22CompositorVRAPI_OpenGL10InitializeEv
0000de01 _ZN3OVR14GL_CheckErrorsEPKc
0000de1d _ZN3OVR4Util22CompositorVRAPI_OpenGL21SetupDistortionWindowEv
0000de5b _ZN3OVR17GL_InitExtensionsEv
0000de78 glGetString
0000de84 _ZN3OVR25GL_ExtensionStringPresentEPKcS1_
0000deae _ZN3OVR4Util22CompositorVRAPI_OpenGL19SetupDisplayObjectsEPvS2_S2_
0000def1 _ZN3OVR4Util22CompositorVRAPI_OpenGL12GetInitParmsEv
0000df26 _ZN3OVR4Util22CompositorVRAPI_OpenGL12GetModeParmsEv
0000df5b eglGetProcAddress
0000df6d eglCreateSyncKHR
0000df7e eglDestroySyncKHR
0000df90 eglClientWaitSyncKHR
0000dfa5 _ZN3OVR4Util22CompositorVRAPI_OpenGL11SubmitFrameEPK27ovrSubmitFrameDescription2_
0000dff7 _ZN3OVR11GLStateSaveC2Ev
0000e010 _ZN3OVR11GLStateSaveD2Ev
0000e029 glGetIntegerv
0000e037 glBlendEquationSeparate
0000e04f glBlendFuncSeparate
0000e063 glEnable
0000e06c glDisable
0000e076 glBindBuffer
0000e083 glScissor
0000e08d glDepthFunc
0000e099 glDepthMask
0000e0a5 glBindVertexArrayOES_
0000e0bb _ZN3OVR4Util22CompositorVRAPI_OpenGL11CreateLayerEPvRK18ovrpLayerDescUnioniPSt10shared_ptrINS0_10Compositor5LayerEE
0000e12f _ZNSt14__shared_countILN9__gnu_cxx12_Lock_policyE2EEC2IN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS7_EJRK18ovrpLayerDescUnionRiEEESt19_Sp_make_shared_tagPT_RKT0_DpOT1_
0000e1d8 _ZN3OVR4Util22CompositorVRAPI_OpenGLD0Ev
0000e201 _ZN3OVR4Util22CompositorVRAPI_OpenGL5LayerD0Ev
0000e230 __aeabi_memmove8
0000e241 _ZTVSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000e2b0 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED2Ev
0000e322 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED0Ev
0000e394 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_disposeEv
0000e410 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_destroyEv
0000e48c _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE14_M_get_deleterERKSt9type_info
0000e519 _ZTIN3OVR4Util22CompositorVRAPI_OpenGLE
0000e541 _ZTIN3OVR4Util22CompositorVRAPI_OpenGL5LayerE
0000e56f _ZTSN3OVR4Util22CompositorVRAPI_OpenGLE
0000e597 _ZTSN3OVR4Util22CompositorVRAPI_OpenGL5LayerE
0000e5c5 _ZTISt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000e634 _ZTSSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_OpenGL5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000e6a3 _ZN3OVR4Util22CompositorVRAPI_OpenGL5LayerC1ERK18ovrpLayerDescUnioni
0000e6e8 _ZN3OVR4Util22CompositorVRAPI_VulkanC2E17ovrpRenderAPITypePFv12ovrpLogLevelPKcEPvS8_S8_S8_S8_iRK11ovrpVersion
0000e756 _ZTVN3OVR4Util22CompositorVRAPI_VulkanE
0000e77e _ZN3OVR4Util22CompositorVRAPI_Vulkan5LayerC2ERK18ovrpLayerDescUnioni
0000e7c3 _ZTVN3OVR4Util22CompositorVRAPI_Vulkan5LayerE
0000e7f1 _ZN3OVR4Util22CompositorVRAPI_Vulkan5Layer10InitializeEb
0000e82a vrapi_GetTextureSwapChainBufferVulkan
0000e850 _ZN3OVR4Util22CompositorVRAPI_Vulkan12GetInitParmsEv
0000e885 _ZN3OVR4Util22CompositorVRAPI_Vulkan10InitializeEv
0000e8b8 vrapi_CreateSystemVulkan
0000e8d1 _ZN3OVR4Util22CompositorVRAPI_Vulkan19SetupDisplayObjectsEPvS2_S2_
0000e914 _ZN3OVR4Util22CompositorVRAPI_Vulkan12GetModeParmsEv
0000e949 _ZN3OVR4Util22CompositorVRAPI_Vulkan11SubmitFrameEPK27ovrSubmitFrameDescription2_
0000e99b _ZN3OVR4Util22CompositorVRAPI_Vulkan11CreateLayerEPvRK18ovrpLayerDescUnioniPSt10shared_ptrINS0_10Compositor5LayerEE
0000ea0f _ZNSt14__shared_countILN9__gnu_cxx12_Lock_policyE2EEC2IN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS7_EJRK18ovrpLayerDescUnionRiEEESt19_Sp_make_shared_tagPT_RKT0_DpOT1_
0000eab8 _ZN3OVR4Util22CompositorVRAPI_VulkanD0Ev
0000eae1 _ZN3OVR4Util22CompositorVRAPI_Vulkan5LayerD0Ev
0000eb10 _ZTVSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000eb7f _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED2Ev
0000ebf1 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EED0Ev
0000ec63 _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_disposeEv
0000ecdf _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE10_M_destroyEv
0000ed5b _ZNSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE14_M_get_deleterERKSt9type_info
0000ede8 _ZTIN3OVR4Util22CompositorVRAPI_VulkanE
0000ee10 _ZTIN3OVR4Util22CompositorVRAPI_Vulkan5LayerE
0000ee3e _ZTSN3OVR4Util22CompositorVRAPI_VulkanE
0000ee66 _ZTSN3OVR4Util22CompositorVRAPI_Vulkan5LayerE
0000ee94 _ZTISt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000ef03 _ZTSSt23_Sp_counted_ptr_inplaceIN3OVR4Util22CompositorVRAPI_Vulkan5LayerESaIS3_ELN9__gnu_cxx12_Lock_policyE2EE
0000ef72 _ZN3OVR4Util22CompositorVRAPI_Vulkan5LayerC1ERK18ovrpLayerDescUnioni
0000efb7 __android_log_print
0000efcb _ZN3OVR16GetExtensionProcEPKc
0000efe9 EXT_discard_framebuffer
0000f001 glDiscardFramebufferEXT_
0000f01a glRenderbufferStorageMultisampleEXT_
0000f03f glFramebufferTexture2DMultisampleEXT_
0000f065 eglCreateSyncKHR_
0000f077 eglDestroySyncKHR_
0000f08a eglClientWaitSyncKHR_
0000f0a0 eglSignalSyncKHR_
0000f0b2 eglGetSyncAttribKHR_
0000f0c7 OES_vertex_array_object
0000f0df glDeleteVertexArraysOES_
0000f0f8 glGenVertexArraysOES_
0000f10e glIsVertexArrayOES_
0000f122 QCOM_tiled_rendering
0000f137 glStartTilingQCOM_
0000f14a glEndTilingQCOM_
0000f15b EXT_disjoint_timer_query
0000f174 glGenQueriesEXT_
0000f185 glDeleteQueriesEXT_
0000f199 glIsQueryEXT_
0000f1a7 glBeginQueryEXT_
0000f1b8 glEndQueryEXT_
0000f1c7 glQueryCounterEXT_
0000f1da glGetQueryivEXT_
0000f1eb glGetQueryObjectivEXT_
0000f202 glGetQueryObjectuivEXT_
0000f21a glGetQueryObjecti64vEXT_
0000f233 glGetQueryObjectui64vEXT_
0000f24d glGetInteger64v_
0000f25e HasEXT_sRGB_texture_decode
0000f279 EXT_texture_filter_anisotropic
0000f298 glBlitFramebuffer_
0000f2ab glRenderbufferStorageMultisample_
0000f2cd glInvalidateFramebuffer_
0000f2e6 glMapBufferRange_
0000f2f8 glUnmapBuffer_
0000f307 _ZN3OVR20EglConfigForConfigIDEPvi
0000f329 eglGetConfigs
0000f337 eglGetConfigAttrib
0000f34a _ZN3OVR12GL_FlushSyncEi
0000f362 eglGetCurrentDisplay
0000f377 _ZN3OVR24GL_InvalidateFramebufferENS_18invalidateTarget_tEbb
0000f3b4 _ZN3OVR9GL_FinishEv
0000f3c8 _ZN3OVR8GL_FlushEv
0000f3db _ZN3OVR17GL_GetErrorStringEv
0000f3f8 eglGetError
0000f404 _ZN3OVR15GL_ErrorForEnumEj
0000f41f glGetError
0000f42a _Z22ovr_GetBuildVersionSDKP7_JNIEnv
0000f44e _Z23ovr_AttachCurrentThreadP7_JavaVMPP7_JNIEnvPv
0000f47f _Z23ovr_DetachCurrentThreadP7_JavaVM
0000f4a4 _Z21ovr_GetStringUTFCharsP7_JNIEnvP8_jstringPh
0000f4d3 _Z18ovr_GetClassLoaderP7_JNIEnvP8_jobject
0000f4fd _ZN10JavaObjectD2Ev
0000f511 _Z36ovr_GetLocalClassReferenceWithLoaderP7_JNIEnvP8_jobjectPKc
0000f550 _Z37ovr_GetGlobalClassReferenceWithLoaderP7_JNIEnvP8_jobjectPKc
0000f590 _Z27ovr_GetGlobalClassReferenceP7_JNIEnvP8_jobjectPKc
0000f5c6 _Z22ovr_GetPackageCodePathP7_JNIEnvP8_jobjectPci
0000f5f7 _Z27ovr_GetInstalledPackagePathP7_JNIEnvP8_jobjectPKcPci
0000f630 _ZN7_JNIEnv22CallStaticObjectMethodEP7_jclassP10_jmethodIDz
0000f66c _Z25ovr_GetCurrentPackageNameP7_JNIEnvP8_jobjectPci
0000f6a0 _Z26ovr_GetCurrentActivityNameP7_JNIEnvP8_jobjectPci
0000f6d5 _Z20ovr_IsCurrentPackageP7_JNIEnvP8_jobjectPKc
0000f704 _Z21ovr_IsCurrentActivityP7_JNIEnvP8_jobjectPKc
0000f734 _edata
0000f73b _end
0000f740 __bss_start
0000f74c memcpy
0000f753 _Unwind_Complete
0000f764 _Unwind_DeleteException
0000f77c _Unwind_VRS_Get
0000f78c _Unwind_VRS_Set
0000f79c __cxa_begin_cleanup
0000f7b0 __cxa_type_match
0000f7c1 __cxa_call_unexpected
0000f7d7 _Unwind_RaiseException
0000f7ee _Unwind_Resume_or_Rethrow
0000f808 __gnu_unwind_frame
0000f81b _Unwind_GetRegionStart
0000f832 _Unwind_GetLanguageSpecificData
0000f852 _Unwind_GetDataRelBase
0000f869 _Unwind_GetTextRelBase
0000f880 __sF
0000f885 pthread_key_create
0000f898 pthread_key_delete
0000f8ab pthread_getspecific
0000f8bf pthread_setspecific
0000f8d3 malloc
0000f8da write
0000f8e0 free
0000f8e5 ceil
0000f8ea floor
0000f8f0 _ZNK10__cxxabiv117__class_type_info11__do_upcastEPKS0_PPv
0000f92a _ZNK10__cxxabiv117__class_type_info20__do_find_public_srcEiPKvPKS0_S2_
0000f971 _ZN10__cxxabiv117__class_type_infoD2Ev
0000f998 _ZN10__cxxabiv117__class_type_infoD1Ev
0000f9bf _ZN10__cxxabiv117__class_type_infoD0Ev
0000f9e6 _ZNK10__cxxabiv117__class_type_info11__do_upcastEPKS0_PKvRNS0_15__upcast_resultE
0000fa37 _ZNK10__cxxabiv117__class_type_info10__do_catchEPKSt9type_infoPPvj
0000fa7a _ZNK10__cxxabiv117__class_type_info12__do_dyncastEiNS0_10__sub_kindEPKS0_PKvS3_S5_RNS0_16__dyncast_resultE
0000fae5 _ZTSN10__cxxabiv117__class_type_infoE
0000fb0b _ZTIN10__cxxabiv117__class_type_infoE
0000fb31 __cxa_get_exception_ptr
0000fb49 __cxa_get_globals
0000fb5b __cxa_end_cleanup
0000fb6d __cxa_get_globals_fast
0000fb84 _ZSt18uncaught_exceptionv
0000fb9e _ZSt10unexpectedv
0000fbb0 _ZN10__cxxabiv111__terminateEPFvvE
0000fbd3 _ZSt13set_terminatePFvvE
0000fbec _ZN10__cxxabiv119__terminate_handlerE
0000fc12 _ZSt13get_terminatev
0000fc27 _ZN10__cxxabiv112__unexpectedEPFvvE
0000fc4b _ZSt14set_unexpectedPFvvE
0000fc65 _ZN10__cxxabiv120__unexpected_handlerE
0000fc8c _ZSt14get_unexpectedv
0000fca2 __cxa_free_exception
0000fcb7 __cxa_throw
0000fcc3 _ZSt15set_new_handlerPFvvE
0000fcde _ZSt15get_new_handlerv
0000fcf5 __cxa_allocate_exception
0000fd0e _ZTVSt9bad_alloc
0000fd1f _ZTISt9bad_alloc
0000fd30 _ZNSt9bad_allocD1Ev
0000fd44 __cxa_deleted_virtual
0000fd5a _ZN10__cxxabiv120__si_class_type_infoD2Ev
0000fd84 _ZN10__cxxabiv120__si_class_type_infoD1Ev
0000fdae _ZN10__cxxabiv120__si_class_type_infoD0Ev
0000fdd8 _ZNK10__cxxabiv120__si_class_type_info20__do_find_public_srcEiPKvPKNS_17__class_type_infoES2_
0000fe36 _ZNK10__cxxabiv120__si_class_type_info12__do_dyncastEiNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE
0000feb6 _ZNK10__cxxabiv120__si_class_type_info11__do_upcastEPKNS_17__class_type_infoEPKvRNS1_15__upcast_resultE
0000ff1e _ZTSN10__cxxabiv120__si_class_type_infoE
0000ff47 _ZTIN10__cxxabiv120__si_class_type_infoE
0000ff70 _ZTIN10__cxxabiv115__forced_unwindE
0000ff94 strftime
0000ff9d wcsftime
0000ffa6 _ZTVN10__cxxabiv121__vmi_class_type_infoE
0000ffd0 memchr
0000ffd7 wmemchr
0000ffdf wmemcpy
0000ffe7 wcslen
0000ffee setlocale
0000fff8 vsprintf
00010001 ungetc
00010008 fflush
0001000f ftell
00010015 fseek
0001001b getc
00010020 putwc
00010026 fwrite
0001002d putc
00010032 getwc
00010038 ungetwc
00010040 pthread_once
0001004d memcmp
00010054 __dynamic_cast
00010063 __cxa_bad_cast
00010072 memset
00010079 _ZSt14__convert_to_vIeEvPKcRT_RSt12_Ios_IostateRKPi
000100ad _ZSt14__convert_to_vIfEvPKcRT_RSt12_Ios_IostateRKPi
000100e1 _ZSt14__convert_to_vIdEvPKcRT_RSt12_Ios_IostateRKPi
00010115 _ZNSt9exceptionD2Ev
00010129 _ZTISt9exception
0001013a wcrtomb
00010142 strcoll
0001014a mbrtowc
00010152 wcscoll
0001015a strxfrm
00010162 wcsxfrm
0001016a syscall
00010172 __cxa_guard_abort
00010184 fputc
0001018a fputs
00010190 sscanf
00010197 strtod
0001019e wmemcmp
000101a6 strerror
000101af wmemset
000101b7 wmemmove
000101c0 _ZTVSt13bad_exception
000101d6 _ZTISt13bad_exception
000101ec _ZNSt13bad_exceptionD1Ev
00010205 _ZTVSt8bad_cast
00010215 _ZTISt8bad_cast
00010225 _ZNSt8bad_castD1Ev
00010238 _ZTVSt10bad_typeid
0001024b _ZTISt10bad_typeid
0001025e _ZNSt10bad_typeidD1Ev
00010274 memmove
0001027c _ZNSt15__exception_ptr13exception_ptrC1Ev
000102a6 _ZNSt15__exception_ptr13exception_ptrD1Ev
000102d0 _ZNKSt9bad_alloc4whatEv
000102e8 _ZNSt9bad_allocD2Ev
000102fc _ZNSt9bad_allocD0Ev
00010310 _ZTSSt9bad_alloc
00010321 _ZNKSt8bad_cast4whatEv
00010338 _ZNSt8bad_castD2Ev
0001034b _ZNSt8bad_castD0Ev
0001035e _ZTSSt8bad_cast
0001036e _ZNKSt10bad_typeid4whatEv
00010388 _ZNSt10bad_typeidD2Ev
0001039e _ZNSt10bad_typeidD0Ev
000103b4 _ZTSSt10bad_typeid
000103c7 __cxa_allocate_dependent_exception
000103ea __cxa_free_dependent_exception
00010409 __gnu_end_cleanup
0001041b _ZTIN10__cxxabiv119__foreign_exceptionE
00010443 __cxa_bad_typeid
00010454 __cxa_throw_bad_array_new_length
00010475 _ZTVSt20bad_array_new_length
00010492 _ZTISt20bad_array_new_length
000104af _ZNSt20bad_array_new_lengthD1Ev
000104cf __cxa_throw_bad_array_length
000104ec _ZTVSt16bad_array_length
00010505 _ZTISt16bad_array_length
0001051e _ZNSt16bad_array_lengthD1Ev
0001053a _ZNSt9exceptionD1Ev
0001054e _ZNSt13bad_exceptionD2Ev
00010567 _ZNKSt9exception4whatEv
0001057f _ZNKSt13bad_exception4whatEv
0001059c _ZNSt9exceptionD0Ev
000105b0 _ZNSt13bad_exceptionD0Ev
000105c9 _ZN10__cxxabiv115__forced_unwindD2Ev
000105ee _ZN10__cxxabiv115__forced_unwindD1Ev
00010613 _ZN10__cxxabiv115__forced_unwindD0Ev
00010638 _ZN10__cxxabiv119__foreign_exceptionD2Ev
00010661 _ZN10__cxxabiv119__foreign_exceptionD1Ev
0001068a _ZN10__cxxabiv119__foreign_exceptionD0Ev
000106b3 _ZTSSt9exception
000106c4 _ZTSSt13bad_exception
000106da _ZTSN10__cxxabiv115__forced_unwindE
000106fe _ZTSN10__cxxabiv119__foreign_exceptionE
00010726 _ZTVSt9exception
00010737 _ZTVN10__cxxabiv115__forced_unwindE
0001075b _ZTVN10__cxxabiv119__foreign_exceptionE
00010783 _ZNSt15__exception_ptr13exception_ptr18_M_safe_bool_dummyEv
000107bf _ZNSt15__exception_ptr13exception_ptrC2Ev
000107e9 _ZNSt15__exception_ptr13exception_ptrC2EMS0_FvvE
0001081a _ZNSt15__exception_ptr13exception_ptrC1EMS0_FvvE
0001084b _ZNSt15__exception_ptr13exception_ptr9_M_addrefEv
0001087d _ZNSt15__exception_ptr13exception_ptrC2EPv
000108a8 _ZNSt15__exception_ptr13exception_ptrC1EPv
000108d3 _ZNSt15__exception_ptr13exception_ptrC2ERKS0_
00010901 _ZNSt15__exception_ptr13exception_ptrC1ERKS0_
0001092f _ZNSt15__exception_ptr13exception_ptr10_M_releaseEv
00010963 _ZNSt15__exception_ptr13exception_ptrD2Ev
0001098d _ZNKSt15__exception_ptr13exception_ptr6_M_getEv
000109bd _ZNSt15__exception_ptr13exception_ptr4swapERS0_
000109ed _ZNSt15__exception_ptr13exception_ptraSERKS0_
00010a1b _ZNKSt15__exception_ptr13exception_ptrntEv
00010a46 _ZNKSt15__exception_ptr13exception_ptrcvMS0_FvvEEv
00010a79 _ZNKSt15__exception_ptr13exception_ptr20__cxa_exception_typeEv
00010ab8 _ZNSt15__exception_ptreqERKNS_13exception_ptrES2_
00010aea _ZNSt15__exception_ptrneERKNS_13exception_ptrES2_
00010b1c _ZSt17current_exceptionv
00010b35 _ZSt17rethrow_exceptionNSt15__exception_ptr13exception_ptrE
00010b71 _ZN9__gnu_cxx27__verbose_terminate_handlerEv
00010b9e __google_potentially_blocking_region_begin
00010bc9 __google_potentially_blocking_region_end
00010bf2 _ZTVN9__gnu_cxx20recursive_init_errorE
00010c19 _ZTIN9__gnu_cxx20recursive_init_errorE
00010c40 _ZN9__gnu_cxx20recursive_init_errorD1Ev
00010c68 _ZN9__gnu_cxx20recursive_init_errorD2Ev
00010c90 _ZN9__gnu_cxx20recursive_init_errorD0Ev
00010cb8 _ZTSN9__gnu_cxx20recursive_init_errorE
00010cdf _ZN10__cxxabiv121__vmi_class_type_infoD2Ev
00010d0a _ZN10__cxxabiv121__vmi_class_type_infoD1Ev
00010d35 _ZN10__cxxabiv121__vmi_class_type_infoD0Ev
00010d60 _ZNK10__cxxabiv121__vmi_class_type_info20__do_find_public_srcEiPKvPKNS_17__class_type_infoES2_
00010dbf _ZNK10__cxxabiv121__vmi_class_type_info12__do_dyncastEiNS_17__class_type_info10__sub_kindEPKS1_PKvS4_S6_RNS1_16__dyncast_resultE
00010e40 _ZNK10__cxxabiv121__vmi_class_type_info11__do_upcastEPKNS_17__class_type_infoEPKvRNS1_15__upcast_resultE
00010ea9 _ZTSN10__cxxabiv121__vmi_class_type_infoE
00010ed3 _ZTIN10__cxxabiv121__vmi_class_type_infoE
00010efd __cxa_current_exception_type
00010f1a __cxa_demangle
00010f29 _ctype_
00010f31 wctype
00010f38 towupper
00010f41 towlower
00010f4a iswctype
00010f53 wctob
00010f59 btowc
00010f5f _ZNKSt16bad_array_length4whatEv
00010f7f _ZNSt16bad_array_lengthD2Ev
00010f9b _ZNSt16bad_array_lengthD0Ev
00010fb7 _ZTSSt16bad_array_length
00010fd0 _ZNKSt20bad_array_new_length4whatEv
00010ff4 _ZNSt20bad_array_new_lengthD2Ev
00011014 _ZNSt20bad_array_new_lengthD0Ev
00011034 _ZTSSt20bad_array_new_length
00011051 realloc
00011059 sprintf
00011061 __gcclibcxx_demangle_callback
0001107f __errno
00011087 fdopen
0001108e setvbuf
00011096 read
0001109b writev
000110a2 lseek
000110a8 ioctl
000110ae poll
000110b3 fstat
000110b9 raise
000110bf libvrapi.so
000110cb libvrintegrationloader.so
000110e5 libGLESv3.so
000110f2 libEGL.so
000110fc liblog.so
00011106 libandroid.so
00011114 libstdc++.so
00011121 libdl.so
0001c869 L|D F
0001c877 MxD}D
0001c887 JxDzD
0001c8b9 L|D F
0001c8c7 JxDzD
0001c8e9 L|D F
0001c8f7 JxDzD
0001c919 L|D F
0001c927 JxDzD
0001c93b #xDO
0001c971 L|D F
0001c97f JxDzD
0001c9a1 L|D F
0001c9af JxDzD
0001c9d1 L|D F
0001c9df JxDzD
0001ca01 L|D F
0001ca0f JxDzD
0001ca31 L|D F
0001ca3f JxDzD
0001ca67 h|D"qC
0001ca6f I FyD
0001ca7c @	 q
0001ca85 JxDyDzD
0001caac *K{D
0001cab9 `(K{D
0001cac7 `%K{D
0001cad5 `#K{D
0001cae3 ` K{D
0001cb88 *K{D
0001cb95 `(K{D
0001cba3 `%K{D
0001cbb1 `#K{D
0001cbbf ` K{D
0001cc66 	L	H|D	IxD"FyDB
0001cc7b I"FxDyD
0001ccef   ` F
0001ccf9 IyD	h	x
0001cd45  pG.
0001cd5b F)IxD
0001cd7e "HxD
0001cdba 1FCF
0001cde8 yD	h	h
0001ce29 $yD	h
0001ce56 zppG
0001ce5b IyD	h	h
0001ce74 	HxD
0001cea8 	HxD
0001ceda zppG	IyD	h	x
0001cf0e zppG	IyD	h	x
0001cf42 zppG	IyD	h	x
0001cf76 zppG	IyD	h	x
0001cfaa zppG	IyD	h	x
0001cfde zppG	JzD
0001d012 zppG	JzD
0001d0cb IyD	h	x
0001d126 zppG
0001d18e zppG
0001d21a  AcF
0001d28c yD	h	h
0001d2bc zppG
0001d2f0 zppG
0001d326 	HxD
0001d3a6 zppG	HxD
0001d407 2rFcF
0001d42d F	HxD
0001d469 H}ixD
0001d49b H1F*FxD
0001d4bd p	I!
0001d4c2 yD	h	h
0001d4f9 H}ixD
0001d52b H1F*FxD
0001d54d p	I!
0001d552 yD	h	h
0001d5b8 xD+F
0001d5ef p	I!
0001d5f4 yD	h	h
0001d658 xD+F
0001d67f p	I!
0001d684 yD	h	h
0001d6cf M}D-h-x
0001d6d9 M}D-h-x}
0001d6eb 4rFcF
0001d765 ppGB
0001d77c 	HxD
0001d7b0 	HxD
0001d802 T1hF
0001d826 yD	h	h
0001d86a X1hF
0001d892 yD	h	h
0001d94f L|D$h$xl
0001d9ca QHxD
0001d9d6 MHxD
0001da2b F.F0F!F
0001db30 	HxD
0001db64 	HxD
0001dbcc 	HxD
0001dc00 	HxD
0001dc68 	HxD
0001dce9 hmFBm(F
0001dd20 yD	h	h
0001dd40 	HxD
0001dd74 	HxD
0001dda1 F	HxD
0001ddcd F	HxD
0001de02 	HxD
0001de36 	HxD
0001de6a 	HxD
0001de9c zppG	HxD
0001def9 F(FcF
0001df02  F)FX"
0001df22 yD	h	h
0001df71 F0FcF
0001df7a (F1FX"
0001dfde mF(F
0001e00c yD	h	h
0001e03c 	HxD
0001e078 	HxD
0001e0cf G F)F`"
0001e0f0 yD	h	h
0001e118 	HxD
0001e14c 	HxD
0001e1b6 zppG
0001e1e6 zppG
0001e248 	HxD
0001e2ac 	HxD
0001e314 	HxD
0001e378 	HxD
0001e3ac 	HxD
0001e3e2 zppG
0001e475 F	HxD
0001e4a8 	HxD
0001e4dc 	HxD
0001e510 	HxD
0001e544 	HxD
0001e578 	HxD
0001e5ac 	HxD
0001e5e0 	HxD
0001e644 	HxD
0001e678 	HxD
0001e6ac 	HxD
0001e6e0 	HxD
0001e714 	HxD
0001e748 	HxD
0001e7c2 yD	h	h
0001e7f6 ztxD
0001e849 %jF F+F
0001e902 ~JzD
0001e924 wJzD
0001e9a6 KJzD
0001e9ee ;JzD
0001ea36 +JzD
0001eb1c 	HxD
0001eb50 	HxD
0001ebb4 	HxD
0001ec58 yD	h	h
0001ec7b F	HxD
0001ece4 	HxD
0001ed18 	HxD
0001ed4c 	HxD
0001ed80 	HxD
0001edb8 zppG
0001ee74 	HxD
0001eeac zppG
0001eeea zppG
0001ef68 yD	h	h
0001efc4 	HxD
0001f01b G F)FO
0001f03e yD	h	h
0001f05c 	HxD
0001f090 	HxD
0001f0d0 zp	)	
